Designator,Footprint,Quantity,Value,LCSC Part #
"C1, C2",0603,2,1µF,
D1,Nexperia_CFP3_SOD-123W,1,PMEG6020,
D2,0603,1,Green,
F1,1206,1,T1A,
J1,TestPoint_Pad_D2.5mm,1,Batt+,
J2,TestPoint_Pad_D2.5mm,1,Out+,
J3,TestPoint_Pad_D2.5mm,1,Batt-,
J4,TestPoint_Pad_D2.5mm,1,Out-,
R2,0603,1,12kΩ,
R4,0603,1,8.2kΩ,
RV1,Potentiometer_Bourns_3386P_Vertical,1,100kΩ,
"SW1, SW2",CUS22TB,2,SW_DPDT_x2,
U1,TLV76601QWDRBRQ1,1,TLV76601,
U2,LED_Voltmeter_0.28,1,LED_Voltmeter_0.28,
