Designator,Mid X,Mid Y,Rotation,Layer
C1,102.4,-65.675,90.0,top
C2,105.15,-62.2,0.0,top
D1,127.95,-67.5,270.0,top
D2,132.225,-59.6,180.0,top
F1,124.65,-67.5225,270.0,top
R1,111.0,-67.6625,90.0,top
R2,128.7,-52.8,270.0,top
R3,111.0,-61.9275,90.0,top
R4,109.1,-61.9275,90.0,top
RV1,119.54,-65.3125,90.0,top
SW1,133.97738,-65.1,90.0,top
SW2,133.97738,-54.05,90.0,top
U1,105.175,-65.5,90.0,top
U2,92.895,-48.745,0.0,top
